District,ELA_Proficiency,ELA_Proficiency_LowIncome,ELA_Proficiency_CWD,Math_Proficiency,Math_Proficiency_LowIncome,Math_Proficiency_CWD,Science_Proficiency,Science_Proficiency_LowIncome,Science_Proficiency_CWD
SANDWICH CUSD 430,59.425000000000004,59.7,28.6,63.725,55.06666666666666,23.4,43.8,35.9,31.0
SANGAMON VALLEY CUSD 9,64.7,60.3,,52.6,51.3,,56.8,54.2,
SARATOGA CCSD 60C,66.1,54.4,32.5,48.5,36.4,29.8,53.8,42.6,31.4
SAUNEMIN CCSD 438,48.5,47.5,,30.9,30.0,,52.6,,
SCALES MOUND CUSD 211,61.8,,,65.5,,,,,
SCHAUMBURG CCSD 54,65.38636363636364,48.575,33.54210526315789,54.89090909090908,33.05625,29.933333333333334,46.45454545454545,,
SCHILLER PARK SD 81,54.3,47.95,28.6,46.5,41.0,,28.6,25.0,
SCHUYLER-INDUSTRY CUSD 5,33.3,28.95,,29.700000000000003,23.6,,30.5,23.3,
SCOTT-MORGAN CUSD 2,51.7,,,51.7,,,,,
SD 45 DUPAGE COUNTY,49.480000000000004,37.8,41.95,49.239999999999995,34.18,34.266666666666666,37.739999999999995,,
SD U-46,42.544736842105266,34.53684210526316,27.865,34.86842105263158,26.407894736842106,25.87222222222222,36.0,34.06666666666667,
SELMAVILLE CCSD 10,45.6,35.8,,16.8,,,,,
SENECA CCSD 170,67.3,49.8,,54.8,41.5,,,,
SERENA CUSD 2,43.25,,,46.05,,,,,
SESSER-VALIER CUSD 196,60.9,52.9,,66.4,59.7,,54.8,48.6,
SHAWNEE CUSD 84,20.4,,,,,,,,
SHELBYVILLE CUSD 4,71.85,67.15,26.3,55.7,44.5,,47.2,35.8,
SHERRARD CUSD 200,48.26666666666667,44.7,,38.36666666666667,,,39.3,,
SHILOH CUSD 1,38.3,28.8,,27.3,,,30.3,,
SHILOH VILLAGE SD 85,63.9,54.2,,47.5,,,,,
SHIRLAND CCSD 134,81.7,85.7,,57.7,,,63.6,,
SIGNAL HILL SD 181,45.2,34.9,,31.0,21.7,,33.3,31.4,
SILVIS SD 34,43.0,38.1,,21.9,19.0,,30.4,26.1,
SKOKIE SD 68,55.333333333333336,45.96666666666667,31.900000000000002,46.199999999999996,34.5,30.2,47.03333333333334,32.6,
SKOKIE SD 69,44.8,36.6,17.7,41.7,29.1,22.1,35.1,26.3,
SKOKIE SD 73-5,64.2,52.5,36.5,53.1,42.6,19.7,53.2,41.9,34.5
SMITHTON CCSD 130,77.0,61.9,34.8,54.8,26.2,22.7,73.4,,
SOMONAUK CUSD 432,52.3,42.2,,43.9,26.7,,,,
SOUTH CENTRAL CUD 401,43.0,34.3,,31.9,24.3,,30.4,,
SOUTH FORK SD 14,34.4,29.5,,21.3,,,,,
SOUTH HOLLAND SD 150,34.25,32.349999999999994,,26.75,24.1,,23.9,15.9,
SOUTH HOLLAND SD 151,40.0,40.0,,39.8,39.8,,32.4,32.4,
SOUTH PEKIN SD 137,20.4,,,12.0,,,28.9,,
SOUTH WILMINGTON CCSD 74,50.0,,,44.0,,,73.7,,
SOUTHEASTERN CUSD 337,46.2,36.7,,24.6,16.5,,40.0,,
SOUTHWESTERN CUSD 9,69.94999999999999,60.1,,43.5,36.150000000000006,,50.4,42.7,
SPARTA CUSD 140,40.7,38.1,,26.549999999999997,19.1,,39.05,23.0,
SPOON RIVER VALLEY CUSD 4,65.3,62.1,,65.3,62.1,,71.4,,
SPRING GARDEN COMMUNITY CONSOLIDATED SCHOOL DISTRICT 178,46.6,34.6,,25.1,,,23.9,,
SPRING LAKE CCSD 606,79.4,,,64.7,,,,,
SPRING VALLEY CCSD 99,37.4,33.6,17.5,23.2,18.4,15.6,32.5,31.4,
SPRINGFIELD SD 186,36.19130434782608,34.77368421052632,45.7,25.354999999999997,20.28235294117647,39.86666666666667,39.26153846153846,45.32,
ST CHARLES CUSD 303,75.01818181818182,61.054545454545455,48.63636363636363,69.0,54.445454545454545,44.154545454545456,61.027272727272724,28.6,55.36
ST ELMO CUSD 202,58.3,54.2,,43.6,36.7,,48.3,,
ST GEORGE CCSD 258,63.6,54.4,36.5,54.5,38.5,34.9,49.9,,
ST JOSEPH CCSD 169,69.3,50.0,57.1,77.3,55.9,64.3,,,
ST LIBORY CONS SD 30,43.6,,,41.0,,,,,
ST ROSE SD 14-15,66.3,68.2,,57.1,,,80.0,,
ST. ANNE UNIT DISTRICT 24,57.8,57.8,,37.9,37.9,34.5,43.9,43.9,
STARK COUNTY CUSD 100,32.6,30.9,,23.0,17.3,,42.2,,
STAUNTON CUSD 6,66.0,50.0,31.7,48.8,31.9,20.6,47.3,35.3,
STEELEVILLE CUSD 138,39.2,22.9,,27.1,15.7,,36.4,,
STEGER SD 194,31.5,28.4,,32.0,31.6,16.9,,,
STERLING CUSD 5,46.0,38.7,15.1,41.05,33.45,,35.7,25.049999999999997,
STEWARD ESD 220,38.2,,,55.9,,,68.8,,
STEWARDSON-STRASBURG CUD 5A,62.0,44.4,,50.3,32.1,,60.6,51.9,
STOCKTON CUSD 206,75.8,76.0,,62.6,50.0,,51.3,,
STREATOR ESD 44,30.0,26.9,,35.0,30.1,,,,
SULLIVAN CUSD 300,66.9,54.8,,42.0,31.6,,44.4,37.5,
SUMMERSVILLE SD 79,67.0,50.8,47.4,56.2,42.9,36.8,61.1,,
SUMMIT HILL SD 161,69.60000000000001,60.333333333333336,44.1,64.83333333333333,47.96666666666667,42.63333333333333,60.3,50.0,32.3
SUMMIT SD 104,45.775,47.0,,34.525,35.45,,,,
SUNNYBROOK SD 171,30.6,30.2,,18.0,16.3,,,,
SUNSET RIDGE SD 29,84.65,,68.5,81.55,,63.0,76.0,,60.0
SYCAMORE CUSD 427,54.660000000000004,43.05,29.6,51.04,46.5,32.15,49.980000000000004,33.3,
TAFT SD 90,43.9,33.5,25.4,33.9,26.0,,24.6,,
TAMAROA SCHOOL DIST 5,50.2,46.1,,39.3,35.3,,,,
TAYLORVILLE CUSD 3,39.9,36.6,16.9,30.6,27.4,14.3,,,
TEUTOPOLIS CUSD 50,83.0,75.0,51.6,72.3,62.5,38.7,60.8,,
THOMASBORO CCSD 130,33.0,25.0,,26.6,20.0,,55.6,,
THOMPSONVILLE CUSD 174,48.8,48.6,,15.7,,,,,
THORNTON SD 154,42.7,41.9,,33.3,34.0,,41.5,43.8,
TOLONO CUSD 7,65.80000000000001,60.400000000000006,36.5,58.1,53.6,35.7,66.95,57.7,
TONICA CCSD 79,40.3,37.9,,15.1,,,,,
TREMONT CUSD 702,68.6,62.1,,55.1,55.2,,,,
TRI CITY CUSD 1,60.4,38.0,,63.4,44.5,,56.8,,
TRI POINT CUSD 6-J,50.0,47.7,27.9,45.1,44.1,25.6,47.6,43.6,
TRI VALLEY CUSD 3,88.8,,,82.5,,,,,
TRIAD CUSD 2,67.2,51.93333333333334,30.5,55.45,39.766666666666666,26.25,59.025,62.5,
TRICO CUSD 176,43.8,31.9,,25.6,16.7,,36.5,31.6,
TRIOPIA CUSD 27,81.6,66.7,,66.7,56.3,,63.2,,
TROY CCSD 30C,56.333333333333336,45.416666666666664,21.9,49.46666666666667,38.81666666666667,8.6,39.2,27.1,
TUSCOLA CUSD 301,45.8,37.3,,29.0,,,,,
UNION RIDGE SD 86,69.8,63.8,29.2,51.6,46.5,13.9,51.9,42.3,
UNION SD 81,69.7,60.0,,60.7,45.0,,59.3,,
UNITED CUSD 304,52.23333333333333,48.2,,44.76666666666667,37.150000000000006,,55.9,48.0,
UNITY POINT CCSD 140,62.5,50.5,21.3,38.5,26.0,,57.4,34.9,
URBANA SD 116,20.22,12.025,20.0,15.959999999999999,11.0,19.6,31.066666666666666,31.4,
V I T CUSD 2,33.3,39.3,,,,,,,
VALLEY VIEW CUSD 365U,55.26666666666667,49.125,25.259999999999998,43.89166666666667,37.80833333333333,25.644444444444446,31.258333333333336,30.1375,
VALMEYER CUSD 3,42.2,,,28.1,,,,,
VANDALIA CUSD 203,49.400000000000006,36.45,13.7,38.45,27.65,10.1,38.3,26.0,
VENICE CUSD 3,,,,,,,,,
VIENNA SD 55,67.3,59.2,39.2,28.6,22.5,20.6,35.7,32.6,
VILLA GROVE CUSD 302,56.3,47.1,,43.1,35.6,,48.8,37.0,
VIRGINIA CUSD 64,44.3,40.0,,43.6,38.6,40.0,,,
W HARVEY-DIXMOOR PSD 147,26.4,28.2,,10.2,12.0,,,,
WABASH CUSD 348,54.1,45.6,16.7,41.2,32.3,15.4,45.4,36.7,
WALLACE CCSD 195,70.1,60.0,26.0,55.7,37.3,20.0,47.8,50.0,
WALTHAM CCSD 185,70.5,61.9,,45.9,47.6,,49.1,,
WALTONVILLE CUSD 1,56.1,53.5,,28.8,19.7,,36.7,,
WARREN CUSD 205,84.6,77.2,,77.7,72.4,,48.1,,
WARRENSBURG-LATHAM CUSD 11,66.2,56.9,33.3,57.1,42.2,24.4,43.8,31.3,
WARSAW CUSD 316,35.8,39.1,,27.5,23.9,,42.4,,
WASHINGTON SD 52,66.9,49.0,,63.5,44.9,30.3,,,
WATERLOO CUSD 5,71.0,53.75,39.55,70.05000000000001,51.099999999999994,35.2,62.1,61.0,
WAUCONDA CUSD 118,58.73333333333333,44.36666666666667,30.23333333333333,52.46666666666667,38.36666666666667,28.133333333333336,51.199999999999996,38.333333333333336,33.3
WAUKEGAN CUSD 60,27.546666666666667,24.42,26.2,24.753333333333334,22.86,47.6,28.828571428571426,30.25,
WAVERLY CUSD 6,27.5,21.2,,15.4,,,,,
WAYNE CITY CUSD 100,66.0,57.9,,51.6,46.3,,34.3,,
WESCLIN CUSD 3,65.76666666666667,51.26666666666667,35.2,62.76666666666667,45.75,35.8,53.3,33.3,23.2
WEST CARROLL CUSD 314,39.3,36.7,,29.8,23.9,,26.0,,
WEST CENTRAL CUSD 235,31.0,25.3,,28.1,23.1,,41.5,30.8,
WEST CHICAGO ESD 33,34.96,29.759999999999998,,30.02,25.119999999999997,,27.35,35.0,
WEST LINCOLN-BROADWELL ESD 92,69.8,62.5,,50.8,50.0,,38.5,,
WEST NORTHFIELD SD 31,63.6,46.2,27.0,61.7,45.1,28.6,56.1,40.7,
WEST PRAIRIE CUSD 103,47.75,45.8,,29.900000000000002,36.6,,47.8,,
WEST WASHINGTON CO CUD 10,66.0,50.0,,54.1,31.8,,61.5,,
WESTCHESTER SD 92-5,41.3,32.3,,39.4,30.8,19.4,27.9,22.0,
WESTERN CUSD 12,48.7,34.3,,32.8,17.1,,,,
WESTERN SPRINGS SD 101,80.2,,54.93333333333334,74.7,,51.833333333333336,64.26666666666667,,
WESTVILLE CUSD 2,36.0,33.1,11.9,24.0,17.4,,36.7,32.7,
WETHERSFIELD CUSD 230,57.9,51.3,,37.2,24.4,,62.5,,
WHEELING CCSD 21,35.97777777777778,27.9,32.2,35.94444444444444,29.377777777777776,37.75,37.233333333333334,32.980000000000004,41.0
WHITESIDE SD 115,39.9,34.3,20.3,34.6,24.3,18.6,,,
WILL COUNTY SD 92,67.65,49.75,,55.349999999999994,41.05,,51.2,39.2,
WILLIAMSFIELD CUSD 210,81.8,,,75.8,,,,,
WILLIAMSVILLE CUSD 15,71.9,59.4,35.0,64.8,53.1,37.5,,,
WILLOW GROVE SD 46,40.8,39.8,,43.2,47.3,41.6,,,
WILLOW SPRINGS SD 108,51.6,44.4,,36.0,26.4,,34.1,25.4,
WILMETTE SD 39,85.46000000000001,55.6,72.0,82.74,,71.38,71.0,,56.8
WILMINGTON CUSD 209U,49.3,31.9,,53.7,41.0,19.6,40.8,32.7,
WINCHESTER CUSD 1,59.1,53.0,22.5,36.1,29.1,19.7,46.8,52.8,
WINDSOR CUSD 1,46.0,38.6,,39.0,36.4,,,,
WINFIELD SD 34,54.0,33.3,31.1,45.5,24.1,24.4,55.1,,
WINNEBAGO CUSD 323,51.0,40.3,25.3,44.3,32.5,22.4,44.0,43.9,
WINNETKA SD 36,85.425,,64.5,83.1,,60.875,73.7,,50.0
WINTHROP HARBOR SD 1,33.1,24.5,,43.0,41.7,,,,
WOLF BRANCH SD 113,75.8,60.6,46.7,76.9,72.7,55.6,,,
WOOD DALE SD 7,39.2,39.2,19.6,33.6,31.4,19.2,38.9,35.1,
WOOD RIVER-HARTFORD ESD 15,42.0,38.900000000000006,,28.0,27.9,,27.0,,
WOODLAND CCSD 50,47.3,31.9,27.5,35.900000000000006,21.35,20.35,38.3,24.0,16.7
WOODLAND CUSD 5,33.2,23.5,,34.2,21.0,21.2,29.1,,
WOODLAWN UNIT SCHOOL DISTRICT 209,52.2,46.7,27.3,44.7,29.5,22.7,47.2,38.7,
WOODRIDGE SD 68,63.13333333333333,46.28333333333333,37.0,48.56666666666666,31.483333333333334,30.6,42.483333333333334,,
WOODSTOCK CUSD 200,63.70000000000001,53.699999999999996,30.175,39.93333333333333,28.566666666666666,34.0,36.550000000000004,29.2,
WORTH SD 127,42.45,42.8,24.0,29.5,29.8,,28.0,28.95,
YORKVILLE CUSD 115,53.48571428571428,41.220000000000006,28.525,49.028571428571425,34.06666666666667,29.849999999999998,40.325,26.0,
ZEIGLER-ROYALTON CUSD 188,40.2,34.9,,20.5,17.4,,27.0,,
ZION ESD 6,15.8,15.25,,7.35,6.6499999999999995,,18.1,15.2,
